央视频道,#genre#
CCTV11,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV11HD/index.m3u8?gMac=unknown&livodToken=b7b4308467a66538e5a370fdfe90b3be8c54fa72c5cb958e5f43f4f56e036d2e_1720508128_604800&fromCDN=ws
CCTV12,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV12HD/index.m3u8?gMac=unknown&livodToken=580c20b986086596a03afb85524d28a7b1255fd045cc29e549830abd92eab828_1720508158_604800&fromCDN=ws
CCTV13,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV13HD/index.m3u8?gMac=unknown&livodToken=f4be577234c226bfecf00f96b626bcca106a9d4eaeeaae331b860678bd3f60e7_1720508191_604800&fromCDN=ws
CCTV14,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV14HD/index.m3u8?gMac=unknown&livodToken=c1f72c79ee7857898e80e822b3768418b14d710294fb16dc503997f9bce0adda_1720508238_604800&fromCDN=ws
CCTV15,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV15/index.m3u8?gMac=unknown&livodToken=bde6e809b30a2e9d5be77b50b95f7634e4524e2a06f94bbcec4356d0f5b54ae3_1720508275_604800&fromCDN=ws
CCTV1,http://182.61.15.163:80/608807420
CCTV1,http://42.94.210.57:7788/608807420
CCTV1,http://116.236.204.18:1234/608807420
CCTV1,http://27.12.12.189:1234/608807420
CCTV1,http://119.88.243.98:17231/608807420
CCTV1,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=c53e1a16dfabb5f8a2e3e444728ab1a4&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260725062018&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=47.92.23.141&SecurityKey=20260725062018&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=26de03212f01fa1bb63ff1181c94c660&ddCalcu=0266v6dacey40a93c211821f10f1ff3a61bb&sv=10004&ct=android
CCTV1,http://60.168.105.138:5008/608807420
CCTV1,http://182.127.153.79:1234/608807420
CCTV1,http://116.147.108.34:7788/608807420
CCTV2,http://116.236.204.18:1234/631780532
CCTV2,http://60.168.105.138:5008/631780532
CCTV2,http://116.147.108.34:7788/631780532
CCTV2,http://42.94.210.57:7788/631780532
CCTV2,http://182.61.15.163:80/631780532
CCTV2,http://27.12.12.189:1234/631780532
CCTV2,http://182.127.153.79:1234/631780532
CCTV2,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/1500/index.m3u8?msisdn=20fe7ef3eff8e32f777ca09b9feb6800&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20260725062017&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=39.103.182.111&SecurityKey=20260725062017&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=54f7c14db5c316d8d0c59396cd822eaf&ddCalcu=f5a4vefa27z2ca81d4cd6b953c9351c60dd8&sv=10004&ct=android
CCTV2,http://119.88.243.98:17231/631780532
CCTV3,http://42.94.210.57:7788/624878271
CCTV3,http://60.168.105.138:5008/624878271
CCTV3,http://116.236.204.18:1234/624878271
CCTV3,http://182.127.153.79:1234/624878271
CCTV3,http://119.88.243.98:17231/624878271
CCTV3,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?msisdn=b01631a054f68146cc23daebe3c898e2&mdspid=&spid=699004&netType=0&sid=5500212864&pid=2028597139&timestamp=20260725062017&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=624878271&ParentNodeID=-99&assertID=5500212864&client_ip=39.103.188.159&SecurityKey=20260725062017&promotionId=&mvid=5100001683&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=62fc9ac312a8fc39ba36df1a6f5b12e4&ddCalcu=46e2v2fa1cab9a5afc63a112fad86f3ca3b9&sv=10004&ct=android
CCTV3,http://116.147.108.34:7788/624878271
CCTV3,http://182.61.15.163:80/624878271
CCTV3,http://27.12.12.189:1234/624878271
CCTV4,http://42.94.210.57:7788/631780421
CCTV4,http://60.168.105.138:5008/631780421
CCTV4,http://182.127.153.79:1234/631780421
CCTV4,http://116.147.108.34:7788/631780421
CCTV4,http://119.88.243.98:17231/631780421
CCTV4,http://27.12.12.189:1234/631780421
CCTV4,http://182.61.15.163:80/631780421
CCTV4,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv4hd/1500/index.m3u8?msisdn=3caf5b34da79554cfef509e92ba75d4b&mdspid=&spid=699004&netType=0&sid=5500346947&pid=2028597139&timestamp=20260725062018&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=631780421&ParentNodeID=-99&assertID=5500346947&client_ip=47.92.23.141&SecurityKey=20260725062018&promotionId=&mvid=5101064235&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=6779863c885267d79a4f1d75768b9c2e&ddCalcu=e627vc7a99yb8a86637c5878d512f647ad97&sv=10004&ct=android
CCTV4,http://116.236.204.18:1234/631780421
CCTV5,http://119.88.243.98:17231/641886683
CCTV5,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/1200/index.m3u8?msisdn=37d4f696a8b41c50eb860b905e183ec7&mdspid=&spid=699004&netType=0&sid=5500516171&pid=2028597139&timestamp=20260725062017&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=641886683&ParentNodeID=-99&assertID=5500516171&client_ip=39.103.182.111&SecurityKey=20260725062017&promotionId=&mvid=5102048712&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=ad834e288c8cc8948fdd5cca556a42c9&ddCalcu=9acdv28a43wa4a6e5258a8ccc85cdcd8f984&sv=10004&ct=android
CCTV5,http://116.236.204.18:1234/641886683
CCTV5,http://116.147.108.34:7788/641886683
CCTV5,http://42.94.210.57:7788/641886683
CCTV5,http://27.12.12.189:1234/641886683
CCTV5,http://182.61.15.163:80/641886683
CCTV5,http://182.127.153.79:1234/641886683
CCTV5,http://60.168.105.138:5008/641886683
CCTV5+,http://116.236.204.18:1234/641886773
CCTV5+,http://27.12.12.189:1234/641886773
CCTV5+,http://182.61.15.163:80/641886773
CCTV5+,http://119.88.243.98:17231/641886773
CCTV5+,http://60.168.105.138:5008/641886773
CCTV5+,http://182.127.153.79:1234/641886773
CCTV5+,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv5plusnew/1200/index.m3u8?msisdn=f4d246c83572f497ee95f506a075dbfe&mdspid=&spid=699004&netType=0&sid=5500516288&pid=2028597139&timestamp=20260725062019&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=641886773&ParentNodeID=-99&assertID=5500516288&client_ip=39.103.188.159&SecurityKey=20260725062019&promotionId=&mvid=5102048803&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=b7c736ae3799f3282dd4de771ed4edfb&ddCalcu=bbf7vdcae7x43ad6ea1e7377e9d94fd3d228&sv=10004&ct=android
CCTV5+,http://42.94.210.57:7788/641886773
CCTV5+,http://116.147.108.34:7788/641886773
CCTV6,http://27.12.12.189:1234/624878396
CCTV6,http://116.236.204.18:1234/624878396
CCTV6,http://42.94.210.57:7788/624878396
CCTV6,http://182.127.153.79:1234/624878396
CCTV6,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv6hd/2000/index.m3u8?msisdn=b0168bab1094f937b957fb89c4ce15e6&mdspid=&spid=699004&netType=0&sid=5500212872&pid=2028597139&timestamp=20260725062019&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=39.103.182.111&SecurityKey=20260725062019&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=84567efaa687ee3065df2c01eeeadbf7&ddCalcu=78f4vb5ad6ba7aeeefea1a06c827fede5360&sv=10004&ct=android
CCTV6,http://182.61.15.163:80/624878396
CCTV6,http://116.147.108.34:7788/624878396
CCTV6,http://119.88.243.98:17231/624878396
CCTV6,http://60.168.105.138:5008/624878396
CCTV7,http://182.61.15.163:80/673168121
CCTV7,http://116.236.204.18:1234/673168121
CCTV7,http://116.147.108.34:7788/673168121
CCTV7,http://182.127.153.79:1234/673168121
CCTV7,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv7hd/51/index.m3u8?msisdn=e1f3fd850eae6307d19e15aebdfd3434&mdspid=&spid=699004&netType=0&sid=5501083622&pid=2028597139&timestamp=20260725062019&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=673168121&ParentNodeID=-99&assertID=5501083622&client_ip=39.103.182.111&SecurityKey=20260725062019&promotionId=&mvid=5102910278&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=0a4414486e3ec1ec15a7230bd7073346&ddCalcu=604av34a34d71a0474d8b60e332e7ca15e1c&sv=10004&ct=android
CCTV7,http://119.88.243.98:17231/673168121
CCTV7,http://60.168.105.138:5008/673168121
CCTV7,http://27.12.12.189:1234/673168121
CCTV7,http://42.94.210.57:7788/673168121
CCTV8,http://182.127.153.79:1234/624878356
CCTV8,http://182.61.15.163:80/624878356
CCTV8,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv8hd/2000/index.m3u8?msisdn=049ecd3c347a2613e078827d917cb964&mdspid=&spid=699004&netType=0&sid=5500212868&pid=2028597139&timestamp=20260725062019&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=624878356&ParentNodeID=-99&assertID=5500212868&client_ip=39.103.188.159&SecurityKey=20260725062019&promotionId=&mvid=5100001695&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=b7a4bcd30973b95d461ee1ec94484cd5&ddCalcu=5bd7vcaa44b8ba4c4d93c0e917e3eb19654d&sv=10004&ct=android
CCTV8,http://60.168.105.138:5008/624878356
CCTV8,http://27.12.12.189:1234/624878356
CCTV8,http://42.94.210.57:7788/624878356
CCTV8,http://116.147.108.34:7788/624878356
CCTV8,http://119.88.243.98:17231/624878356
CCTV8,http://116.236.204.18:1234/624878356
CCTV9,http://182.61.15.163:80/673168140
CCTV9,http://27.12.12.189:1234/673168140
CCTV9,http://119.88.243.98:17231/673168140
CCTV9,http://116.147.108.34:7788/673168140
CCTV9,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv9hd/51/index.m3u8?msisdn=f6e508fa68eeab4350abaff1134b6fdc&mdspid=&spid=699004&netType=0&sid=5501083624&pid=2028597139&timestamp=20260725062020&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=39.103.182.111&SecurityKey=20260725062020&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=0e970083ad9198d6687fb090b1ba68d8&ddCalcu=80dev89a67da0ab018b30a9d09b1f9788d66&sv=10004&ct=android
CCTV9,http://60.168.105.138:5008/673168140
CCTV9,http://182.127.153.79:1234/673168140
CCTV9,http://42.94.210.57:7788/673168140
CCTV9,http://116.236.204.18:1234/673168140
CCTV10,http://60.168.105.138:5008/624878405
CCTV10,http://42.94.210.57:7788/624878405
CCTV10,http://182.61.15.163:80/624878405
CCTV10,http://116.236.204.18:1234/624878405
CCTV10,http://182.127.153.79:1234/624878405
CCTV10,http://27.12.12.189:1234/624878405
CCTV10,http://119.88.243.98:17231/624878405
CCTV10,http://116.147.108.34:7788/624878405
CCTV10,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?msisdn=24014089c812a90b787c9737015e998d&mdspid=&spid=699004&netType=0&sid=5500212874&pid=2028597139&timestamp=20260725062021&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=47.92.23.141&SecurityKey=20260725062021&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=dcef593b29bf93c75a86a30e7ab55755&ddCalcu=5d5cv7ea5fy55ab9a37be2093baf6983ac57&sv=10004&ct=android
CCTV11,http://gslbmgsplive.miguvideo.com/migu/kailu/cctv11hd/51/20200103/index.m3u8?msisdn=f8e2e5cc416dda17f8b918a1cfb76186&mdspid=&spid=699004&netType=0&sid=5500988610&pid=2028597139&timestamp=20260725062021&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=667987558&ParentNodeID=-99&assertID=5500988610&client_ip=39.103.188.159&SecurityKey=20260725062021&promotionId=&mvid=5102751362&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=637d92a1de2fb18392b295d6e877f33b&ddCalcu=b633v37afdz79a728ae16dde529f2bb12893&sv=10004&ct=android
CCTV11,http://116.236.204.18:1234/667987558
CCTV11,http://116.147.108.34:7788/667987558
CCTV11,http://182.61.15.163:80/667987558
CCTV11,http://42.94.210.57:7788/667987558
CCTV11,http://27.12.12.189:1234/667987558
CCTV11,http://60.168.105.138:5008/667987558
CCTV11,http://182.127.153.79:1234/667987558
CCTV11,http://119.88.243.98:17231/667987558
CCTV12,http://119.88.243.98:17231/673168185
CCTV12,http://116.147.108.34:7788/673168185
CCTV12,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv12hd/51/index.m3u8?msisdn=2a994967f1f9a622a7ccc137104e5d4d&mdspid=&spid=699004&netType=0&sid=5501083627&pid=2028597139&timestamp=20260725062021&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=673168185&ParentNodeID=-99&assertID=5501083627&client_ip=39.103.182.111&SecurityKey=20260725062021&promotionId=&mvid=5102910389&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=4e427c8c85e274827aed430942f8782c&ddCalcu=c42ev84a72d87afc284c98053e42d7e4a872&sv=10004&ct=android
CCTV12,http://116.236.204.18:1234/673168185
CCTV12,http://182.127.153.79:1234/673168185
CCTV12,http://42.94.210.57:7788/673168185
CCTV12,http://27.12.12.189:1234/673168185
CCTV12,http://182.61.15.163:80/673168185
CCTV12,http://60.168.105.138:5008/673168185
CCTV13,http://119.88.243.98:17231/608807423
CCTV13,http://182.61.15.163:80/608807423
CCTV13,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/cctv13/2000/index.m3u8?msisdn=bcf007dbe770702b2483c549f25aa867&mdspid=&spid=699004&netType=0&sid=2202208864&pid=2028597139&timestamp=20260725062021&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=47.92.23.141&SecurityKey=20260725062021&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=0df83ca7ad468eee547b631191cf669f&ddCalcu=f09dv6fa68yf3acc1a971a1d3466b87e4e5e&sv=10004&ct=android
CCTV13,http://182.127.153.79:1234/608807423
CCTV13,http://27.12.12.189:1234/608807423
CCTV13,http://60.168.105.138:5008/608807423
CCTV13,http://116.236.204.18:1234/608807423
CCTV13,http://42.94.210.57:7788/608807423
CCTV13,http://116.147.108.34:7788/608807423
CCTV14,http://182.127.153.79:1234/624878440
CCTV14,http://116.147.108.34:7788/624878440
CCTV14,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv14hd/2000/index.m3u8?msisdn=1b50b16419940d43d6fe687c6365ebb8&mdspid=&spid=699004&netType=0&sid=5500212875&pid=2028597139&timestamp=20260725062021&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=39.103.188.159&SecurityKey=20260725062021&promotionId=&mvid=5100001697&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=cae77e73e43a798cd7adfd00f06907cd&ddCalcu=dccav7ea07y97a6e07f30e04d3fad7a978dc&sv=10004&ct=android
CCTV14,http://119.88.243.98:17231/624878440
CCTV14,http://42.94.210.57:7788/624878440
CCTV14,http://27.12.12.189:1234/624878440
CCTV14,http://60.168.105.138:5008/624878440
CCTV14,http://182.61.15.163:80/624878440
CCTV14,http://116.236.204.18:1234/624878440
CCTV15,http://27.12.12.189:1234/673168223
CCTV15,http://182.127.153.79:1234/673168223
CCTV15,http://42.94.210.57:7788/673168223
CCTV15,http://182.61.15.163:80/673168223
CCTV15,http://60.168.105.138:5008/673168223
CCTV15,http://116.147.108.34:7788/673168223
CCTV15,http://116.236.204.18:1234/673168223
CCTV15,http://119.88.243.98:17231/673168223
CCTV15,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv15hd/51/index.m3u8?msisdn=a51e32b8aaca3d179b32033f0c41365b&mdspid=&spid=699004&netType=0&sid=5501083628&pid=2028597139&timestamp=20260725062023&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=39.103.188.159&SecurityKey=20260725062023&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=6017a532d674fadd918a506eb352de2e&ddCalcu=e620ve1ad7a2aa5533b2ed660754af8a1d9d&sv=10004&ct=android
CCTV17,http://60.168.105.138:5008/673168256
CCTV17,http://27.12.12.189:1234/673168256
CCTV17,http://116.236.204.18:1234/673168256
CCTV17,http://182.127.153.79:1234/673168256
CCTV17,http://42.94.210.57:7788/673168256
CCTV17,http://119.88.243.98:17231/673168256
CCTV17,http://182.61.15.163:80/673168256
CCTV17,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv17hd/51/index.m3u8?msisdn=32117c95216e65decbff3402080e7624&mdspid=&spid=699004&netType=0&sid=5501083631&pid=2028597139&timestamp=20260725062023&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=673168256&ParentNodeID=-99&assertID=5501083631&client_ip=39.103.188.159&SecurityKey=20260725062023&promotionId=&mvid=5102910396&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=5096de2d659913c9d0e9909a5d8d1568&ddCalcu=8560v59a16adda8ed25da695099991e30cd9&sv=10004&ct=android
CCTV17,http://116.147.108.34:7788/673168256
老故事,http://gslbmgsplive.miguvideo.com/migu/kailu/cctvlaogushi/50/20231109/index.m3u8?msisdn=0cd19069ef0fab28e595364b7b917a6a&mdspid=&spid=699004&netType=0&sid=5910022002&pid=2028597139&timestamp=20260725062025&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=884121956&ParentNodeID=-99&assertID=5910022002&client_ip=39.103.182.111&SecurityKey=20260725062025&promotionId=&mvid=5900006372&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=75dad88848c8333f6323330f0f6a5c4a&ddCalcu=a745vcda5alada68f808f4083c383323336f&sv=10004&ct=android
老故事,http://182.127.153.79:1234/884121956
老故事,http://116.236.204.18:1234/884121956
老故事,http://116.147.108.34:7788/884121956
老故事,http://119.88.243.98:17231/884121956
老故事,http://27.12.12.189:1234/884121956
老故事,http://42.94.210.57:7788/884121956
老故事,http://60.168.105.138:5008/884121956
老故事,http://182.61.15.163:80/884121956
中学生,http://42.94.210.57:7788/708869532
中学生,http://182.127.153.79:1234/708869532
中学生,http://gslbmgsplive.miguvideo.com/migu/kailu/20210415/cctvzhongxuesheng/51/index.m3u8?msisdn=19dd681ba2087d1fc15eadf4de056fdb&mdspid=&spid=699004&netType=0&sid=5910019355&pid=2028597139&timestamp=20260725062027&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=708869532&ParentNodeID=-99&assertID=5910019355&client_ip=39.103.188.159&SecurityKey=20260725062027&promotionId=&mvid=5900002149&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=7ed05ad1a518ffb5de6c1658fc392178&ddCalcu=877ev1da20z95a3acdf18a556118cf6febd5&sv=10004&ct=android
中学生,http://116.236.204.18:1234/708869532
中学生,http://60.168.105.138:5008/708869532
中学生,http://119.88.243.98:17231/708869532
中学生,http://27.12.12.189:1234/708869532
中学生,http://182.61.15.163:80/708869532
中学生,http://116.147.108.34:7788/708869532
发现之旅,http://182.127.153.79:1234/624878970
发现之旅,http://27.12.12.189:1234/624878970
发现之旅,http://gslbmgsplive.miguvideo.com/wd_r3/cnr/faxianzhilv/2000/index.m3u8?msisdn=fa4cac040cd145aeea444a33101840f8&mdspid=&spid=699004&netType=0&sid=5500212893&pid=2028597139&timestamp=20260725062027&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=624878970&ParentNodeID=-99&assertID=5500212893&client_ip=39.103.188.159&SecurityKey=20260725062027&promotionId=&mvid=5100001701&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=aaba26e27c41207469082f7c279abc7a&ddCalcu=aa7avcbabala2a967e22c77cf42182009764&sv=10004&ct=android
发现之旅,http://60.168.105.138:5008/624878970
发现之旅,http://116.147.108.34:7788/624878970
发现之旅,http://42.94.210.57:7788/624878970
发现之旅,http://116.236.204.18:1234/624878970
发现之旅,http://182.61.15.163:80/624878970
发现之旅,http://119.88.243.98:17231/624878970
CCTV-1,http://38.75.136.137:98/gslb/dsdqbv/cctv1hd.m3u8?auth=test20251009
CCTV-1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv1hd
CCTV-1,http://198.204.240.250:82/live/cctv1.m3u8
CCTV-1,http://69.30.245.50/live/cctv1.m3u8
CCTV-2,http://198.204.228.26/live/cctv2hd.m3u8
CCTV-2,http://69.30.245.50/live/cctv2.m3u8
CCTV-2,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv2hd
CCTV-2,http://60.10.139.113:8801/hls/2/index.m3u8
CCTV-3,http://198.204.228.26/live/cctv3hd.m3u8
CCTV-3,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv3hd
CCTV-3,http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV-3,http://69.30.245.50/live/cctv3.m3u8
CCTV-4,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv4hd
CCTV-4,http://74.91.26.218:82/live/cctv4hd.m3u8
CCTV-4,http://107.150.60.122/live/cctv4hd.m3u8
CCTV-4,http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub
CCTV-4,https://dash2.antik.sk/live/test_cctv_tizen/playlist.m3u8
CCTV-5,http://198.204.228.26/live/cctv5p.m3u8
CCTV-5,http://198.204.228.26/live/cctv5hd.m3u8
CCTV-5,http://38.75.136.137:98/gslb/dsdqpub/cctv5hd.m3u8?auth=testpub
CCTV-5,http://207.56.13.146:81/cdnlive/cctv5.m3u8
CCTV-5,http://38.75.136.137:98/gslb/dsdqpub/cctv5p.m3u8?auth=testpub
CCTV-5+,http://38.75.136.137:98/gslb/dsdqbv/cctv5p.m3u8?auth=test20251009
